lambda,size_counts
0.875,"{895736.0: 1.0, 1.0: 85319.0, 4.0: 2050.0, 2.0: 3025.0, 3.0: 626.0, 7.0: 6.0, 9.0: 248.0, 5.0: 60.0, 6.0: 19.0, 8.0: 6.0, 10.0: 1.0, 15.0: 2.0, 17.0: 1.0, 13.0: 1.0, 11.0: 1.0}"
0.875,"{895727.0: 1.0, 1.0: 85343.0, 4.0: 2067.0, 2.0: 3029.0, 3.0: 609.0, 7.0: 7.0, 9.0: 251.0, 8.0: 5.0, 5.0: 46.0, 10.0: 2.0, 35.0: 1.0, 13.0: 2.0, 6.0: 13.0, 14.0: 2.0, 12.0: 1.0}"
0.875,"{895852.0: 1.0, 1.0: 85213.0, 4.0: 2055.0, 2.0: 3059.0, 3.0: 649.0, 8.0: 4.0, 9.0: 249.0, 5.0: 34.0, 6.0: 8.0, 35.0: 1.0, 10.0: 3.0, 7.0: 9.0, 18.0: 1.0, 13.0: 1.0}"
0.875,"{901228.0: 1.0, 1.0: 80180.0, 4.0: 2087.0, 2.0: 2894.0, 3.0: 600.0, 9.0: 243.0, 5.0: 39.0, 7.0: 5.0, 6.0: 14.0, 14.0: 1.0, 8.0: 5.0, 54.0: 1.0, 12.0: 1.0, 10.0: 2.0, 15.0: 1.0}"
0.875,"{895890.0: 1.0, 1.0: 85216.0, 4.0: 2046.0, 2.0: 3043.0, 3.0: 636.0, 7.0: 9.0, 9.0: 252.0, 5.0: 47.0, 6.0: 6.0, 36.0: 1.0, 8.0: 2.0, 14.0: 1.0, 17.0: 1.0, 21.0: 1.0, 10.0: 1.0}"
0.875,"{896009.0: 1.0, 1.0: 85013.0, 4.0: 2056.0, 2.0: 3062.0, 3.0: 660.0, 9.0: 250.0, 5.0: 36.0, 8.0: 2.0, 7.0: 4.0, 6.0: 14.0, 36.0: 1.0, 10.0: 3.0, 26.0: 1.0}"
0.875,"{895976.0: 1.0, 1.0: 85018.0, 4.0: 2061.0, 2.0: 3051.0, 3.0: 662.0, 9.0: 248.0, 7.0: 8.0, 6.0: 14.0, 5.0: 41.0, 36.0: 1.0, 33.0: 1.0, 10.0: 2.0, 8.0: 1.0}"
0.875,"{901062.0: 1.0, 1.0: 80135.0, 4.0: 2114.0, 2.0: 2946.0, 3.0: 573.0, 9.0: 241.0, 5.0: 42.0, 7.0: 9.0, 21.0: 1.0, 6.0: 12.0, 19.0: 1.0, 8.0: 6.0, 59.0: 1.0, 15.0: 1.0, 10.0: 3.0, 16.0: 1.0, 14.0: 1.0}"
0.875,"{895988.0: 1.0, 1.0: 84947.0, 4.0: 2069.0, 2.0: 3078.0, 3.0: 643.0, 9.0: 251.0, 6.0: 22.0, 5.0: 39.0, 37.0: 1.0, 14.0: 1.0, 8.0: 3.0, 7.0: 3.0, 11.0: 2.0}"
0.875,"{895996.0: 1.0, 1.0: 85122.0, 4.0: 2065.0, 2.0: 3048.0, 3.0: 631.0, 9.0: 248.0, 5.0: 36.0, 6.0: 15.0, 7.0: 4.0, 43.0: 1.0, 8.0: 6.0, 12.0: 1.0}"
0.875,"{896098.0: 1.0, 1.0: 84937.0, 4.0: 2059.0, 2.0: 3040.0, 3.0: 635.0, 9.0: 247.0, 5.0: 52.0, 12.0: 2.0, 8.0: 3.0, 6.0: 12.0, 44.0: 1.0, 17.0: 2.0, 10.0: 1.0, 7.0: 6.0, 11.0: 1.0}"
0.875,"{900990.0: 1.0, 1.0: 80298.0, 4.0: 2114.0, 2.0: 2919.0, 3.0: 592.0, 9.0: 241.0, 8.0: 4.0, 5.0: 37.0, 7.0: 7.0, 22.0: 1.0, 24.0: 1.0, 6.0: 13.0, 29.0: 1.0, 18.0: 1.0, 13.0: 2.0, 10.0: 1.0}"
0.875,"{896231.0: 1.0, 1.0: 84871.0, 4.0: 2068.0, 2.0: 3028.0, 3.0: 614.0, 9.0: 249.0, 8.0: 6.0, 5.0: 41.0, 6.0: 15.0, 48.0: 1.0, 14.0: 1.0, 12.0: 1.0, 7.0: 7.0, 10.0: 1.0, 11.0: 1.0}"
0.875,"{896337.0: 1.0, 1.0: 84796.0, 4.0: 2057.0, 2.0: 2995.0, 3.0: 629.0, 18.0: 1.0, 9.0: 248.0, 8.0: 3.0, 5.0: 46.0, 7.0: 8.0, 6.0: 13.0, 54.0: 1.0, 11.0: 1.0, 14.0: 1.0, 12.0: 1.0, 33.0: 1.0}"
0.875,"{896505.0: 1.0, 1.0: 84784.0, 4.0: 2047.0, 2.0: 3015.0, 3.0: 607.0, 9.0: 249.0, 5.0: 40.0, 6.0: 18.0, 10.0: 2.0, 11.0: 1.0, 8.0: 3.0, 7.0: 3.0, 34.0: 1.0, 13.0: 1.0}"
0.875,"{896499.0: 1.0, 1.0: 84553.0, 4.0: 2042.0, 2.0: 3080.0, 3.0: 621.0, 9.0: 247.0, 8.0: 9.0, 6.0: 16.0, 5.0: 47.0, 10.0: 1.0, 19.0: 1.0, 7.0: 6.0, 13.0: 1.0, 33.0: 1.0, 14.0: 1.0}"
0.875,"{896488.0: 1.0, 1.0: 84470.0, 3.0: 618.0, 2.0: 3078.0, 4.0: 2058.0, 5.0: 44.0, 9.0: 246.0, 7.0: 9.0, 6.0: 22.0, 8.0: 6.0, 25.0: 2.0, 13.0: 1.0, 32.0: 1.0, 16.0: 1.0, 12.0: 1.0}"
0.875,"{896908.0: 1.0, 1.0: 84223.0, 2.0: 3045.0, 4.0: 2034.0, 3.0: 631.0, 9.0: 245.0, 6.0: 11.0, 7.0: 10.0, 5.0: 43.0, 26.0: 1.0, 8.0: 7.0, 10.0: 4.0, 14.0: 1.0, 12.0: 1.0, 16.0: 1.0, 13.0: 1.0, 17.0: 1.0}"
0.875,"{896937.0: 1.0, 1.0: 84232.0, 2.0: 3049.0, 4.0: 2029.0, 3.0: 598.0, 9.0: 248.0, 6.0: 15.0, 5.0: 49.0, 30.0: 1.0, 7.0: 8.0, 8.0: 8.0, 10.0: 2.0, 44.0: 1.0, 11.0: 2.0, 20.0: 1.0}"
0.875,"{900113.0: 1.0, 1.0: 81054.0, 4.0: 2111.0, 2.0: 2936.0, 3.0: 610.0, 9.0: 241.0, 5.0: 36.0, 6.0: 10.0, 7.0: 7.0, 8.0: 6.0, 24.0: 2.0, 18.0: 1.0, 11.0: 3.0, 10.0: 4.0, 13.0: 2.0, 16.0: 1.0}"
0.875,"{895454.0: 1.0, 1.0: 85431.0, 2.0: 3066.0, 4.0: 2026.0, 3.0: 648.0, 9.0: 251.0, 8.0: 8.0, 6.0: 18.0, 10.0: 2.0, 5.0: 58.0, 7.0: 9.0, 16.0: 2.0, 28.0: 1.0, 13.0: 1.0, 23.0: 1.0, 18.0: 1.0, 17.0: 1.0}"
0.875,"{895380.0: 1.0, 1.0: 85460.0, 2.0: 3084.0, 4.0: 2024.0, 3.0: 674.0, 9.0: 252.0, 6.0: 13.0, 5.0: 62.0, 8.0: 4.0, 7.0: 7.0, 30.0: 1.0, 14.0: 1.0, 10.0: 3.0, 19.0: 1.0, 11.0: 1.0, 18.0: 1.0, 15.0: 1.0}"
0.875,"{899500.0: 1.0, 1.0: 81315.0, 4.0: 2141.0, 2.0: 3028.0, 3.0: 594.0, 9.0: 238.0, 6.0: 28.0, 8.0: 6.0, 7.0: 8.0, 5.0: 48.0, 11.0: 3.0, 14.0: 2.0, 20.0: 2.0, 15.0: 1.0, 13.0: 1.0}"
0.875,"{895259.0: 1.0, 1.0: 85462.0, 2.0: 3104.0, 3.0: 700.0, 4.0: 2023.0, 9.0: 252.0, 8.0: 10.0, 5.0: 45.0, 10.0: 3.0, 7.0: 10.0, 6.0: 19.0, 32.0: 1.0, 17.0: 1.0, 12.0: 1.0, 20.0: 1.0, 11.0: 1.0}"
0.875,"{895220.0: 1.0, 1.0: 85532.0, 2.0: 3142.0, 3.0: 656.0, 4.0: 2046.0, 9.0: 254.0, 11.0: 2.0, 5.0: 46.0, 6.0: 12.0, 7.0: 7.0, 8.0: 11.0, 18.0: 1.0, 13.0: 2.0, 21.0: 1.0}"
0.875,"{899497.0: 1.0, 1.0: 81453.0, 4.0: 2110.0, 2.0: 3011.0, 3.0: 600.0, 9.0: 241.0, 6.0: 19.0, 7.0: 7.0, 5.0: 48.0, 10.0: 1.0, 12.0: 2.0, 43.0: 1.0, 8.0: 3.0, 16.0: 1.0, 20.0: 1.0, 11.0: 2.0, 18.0: 1.0, 13.0: 3.0}"
0.875,"{895118.0: 1.0, 1.0: 85751.0, 2.0: 3112.0, 3.0: 645.0, 4.0: 2041.0, 9.0: 256.0, 5.0: 30.0, 6.0: 26.0, 11.0: 3.0, 7.0: 8.0, 23.0: 1.0, 8.0: 3.0, 14.0: 1.0, 13.0: 1.0, 20.0: 1.0, 15.0: 1.0}"
0.875,"{895129.0: 1.0, 1.0: 85712.0, 2.0: 3170.0, 4.0: 2028.0, 3.0: 632.0, 9.0: 255.0, 6.0: 22.0, 5.0: 38.0, 7.0: 9.0, 22.0: 1.0, 8.0: 7.0, 12.0: 1.0, 19.0: 1.0, 11.0: 2.0}"
0.875,"{894932.0: 1.0, 1.0: 85768.0, 2.0: 3160.0, 4.0: 2047.0, 3.0: 638.0, 9.0: 253.0, 8.0: 7.0, 6.0: 23.0, 5.0: 32.0, 15.0: 1.0, 7.0: 9.0, 22.0: 1.0, 11.0: 2.0, 12.0: 1.0, 19.0: 1.0, 17.0: 1.0, 13.0: 1.0, 10.0: 3.0, 16.0: 1.0, 18.0: 1.0}"
0.875,"{894887.0: 1.0, 1.0: 85739.0, 2.0: 3193.0, 4.0: 2047.0, 3.0: 654.0, 9.0: 255.0, 6.0: 21.0, 5.0: 33.0, 12.0: 4.0, 7.0: 5.0, 18.0: 1.0, 8.0: 6.0, 14.0: 1.0, 10.0: 2.0, 19.0: 2.0, 16.0: 1.0, 15.0: 1.0}"
0.875,"{899403.0: 1.0, 1.0: 81554.0, 4.0: 2143.0, 2.0: 2934.0, 3.0: 616.0, 9.0: 241.0, 5.0: 42.0, 6.0: 17.0, 7.0: 7.0, 8.0: 7.0, 11.0: 5.0, 48.0: 1.0, 16.0: 1.0, 15.0: 1.0, 12.0: 1.0, 10.0: 1.0, 13.0: 1.0}"
0.875,"{894992.0: 1.0, 1.0: 85757.0, 2.0: 3119.0, 4.0: 2050.0, 3.0: 647.0, 9.0: 253.0, 6.0: 25.0, 5.0: 37.0, 7.0: 5.0, 10.0: 2.0, 8.0: 6.0, 16.0: 3.0, 19.0: 2.0, 11.0: 1.0, 12.0: 2.0, 21.0: 1.0, 15.0: 1.0}"
0.875,"{895006.0: 1.0, 1.0: 85756.0, 2.0: 3141.0, 4.0: 2038.0, 3.0: 654.0, 9.0: 252.0, 6.0: 21.0, 5.0: 46.0, 10.0: 2.0, 8.0: 4.0, 15.0: 1.0, 7.0: 7.0, 14.0: 3.0, 24.0: 1.0, 16.0: 1.0, 20.0: 1.0}"
0.875,"{894927.0: 1.0, 1.0: 85788.0, 2.0: 3069.0, 4.0: 2043.0, 3.0: 690.0, 9.0: 256.0, 7.0: 10.0, 5.0: 36.0, 6.0: 21.0, 11.0: 2.0, 14.0: 2.0, 8.0: 5.0, 13.0: 1.0, 16.0: 1.0, 27.0: 1.0, 25.0: 1.0, 15.0: 1.0, 12.0: 1.0, 17.0: 1.0, 10.0: 1.0}"
0.875,"{899466.0: 1.0, 1.0: 81424.0, 4.0: 2136.0, 2.0: 2944.0, 3.0: 619.0, 9.0: 241.0, 5.0: 52.0, 7.0: 13.0, 6.0: 15.0, 8.0: 5.0, 11.0: 4.0, 45.0: 1.0, 15.0: 1.0, 20.0: 1.0, 12.0: 2.0, 13.0: 1.0, 10.0: 1.0}"
0.875,"{895064.0: 1.0, 1.0: 85831.0, 2.0: 3108.0, 4.0: 2032.0, 3.0: 643.0, 5.0: 41.0, 9.0: 257.0, 6.0: 18.0, 7.0: 7.0, 8.0: 10.0, 10.0: 1.0, 11.0: 1.0, 14.0: 2.0, 28.0: 1.0}"
0.875,"{895041.0: 1.0, 1.0: 85890.0, 3.0: 666.0, 2.0: 3067.0, 4.0: 2025.0, 5.0: 44.0, 9.0: 254.0, 11.0: 3.0, 6.0: 21.0, 7.0: 7.0, 10.0: 2.0, 8.0: 5.0, 15.0: 1.0, 12.0: 1.0, 14.0: 1.0, 22.0: 1.0}"
0.875,"{895101.0: 1.0, 1.0: 85717.0, 2.0: 3116.0, 4.0: 2033.0, 3.0: 638.0, 6.0: 22.0, 9.0: 258.0, 5.0: 43.0, 8.0: 4.0, 7.0: 10.0, 13.0: 4.0, 12.0: 2.0, 14.0: 1.0, 22.0: 1.0, 11.0: 1.0, 10.0: 1.0}"
0.875,"{899740.0: 1.0, 1.0: 81365.0, 4.0: 2134.0, 2.0: 2898.0, 3.0: 605.0, 9.0: 243.0, 5.0: 44.0, 7.0: 13.0, 11.0: 2.0, 6.0: 14.0, 10.0: 3.0, 14.0: 1.0, 8.0: 7.0, 20.0: 1.0, 12.0: 2.0}"
0.875,"{895121.0: 1.0, 1.0: 85754.0, 2.0: 3088.0, 4.0: 2026.0, 3.0: 627.0, 7.0: 9.0, 9.0: 258.0, 5.0: 46.0, 8.0: 7.0, 6.0: 16.0, 14.0: 1.0, 12.0: 2.0, 15.0: 3.0, 39.0: 2.0, 13.0: 1.0, 23.0: 1.0}"
0.875,"{895283.0: 1.0, 1.0: 85735.0, 2.0: 3057.0, 4.0: 2039.0, 3.0: 619.0, 7.0: 9.0, 9.0: 257.0, 6.0: 13.0, 5.0: 44.0, 10.0: 1.0, 16.0: 3.0, 8.0: 3.0, 13.0: 1.0, 15.0: 1.0, 36.0: 1.0, 11.0: 1.0, 24.0: 1.0}"
0.875,"{895291.0: 1.0, 1.0: 85716.0, 2.0: 3070.0, 4.0: 2029.0, 3.0: 644.0, 7.0: 9.0, 9.0: 258.0, 6.0: 13.0, 8.0: 6.0, 5.0: 34.0, 19.0: 1.0, 17.0: 1.0, 34.0: 1.0, 16.0: 1.0, 28.0: 1.0, 10.0: 1.0}"
0.875,"{899824.0: 1.0, 1.0: 81374.0, 4.0: 2116.0, 2.0: 2866.0, 3.0: 617.0, 9.0: 240.0, 12.0: 2.0, 5.0: 52.0, 6.0: 16.0, 7.0: 11.0, 11.0: 4.0, 13.0: 2.0, 14.0: 3.0, 8.0: 2.0, 10.0: 1.0}"
0.875,"{895332.0: 1.0, 1.0: 85688.0, 2.0: 3046.0, 4.0: 2025.0, 3.0: 629.0, 8.0: 9.0, 9.0: 257.0, 5.0: 40.0, 7.0: 14.0, 6.0: 17.0, 19.0: 2.0, 30.0: 1.0, 10.0: 1.0, 26.0: 1.0, 12.0: 1.0}"
0.875,"{895383.0: 1.0, 1.0: 85617.0, 2.0: 3049.0, 4.0: 2031.0, 3.0: 646.0, 8.0: 8.0, 9.0: 257.0, 6.0: 16.0, 5.0: 41.0, 7.0: 7.0, 20.0: 1.0, 19.0: 1.0, 27.0: 1.0, 10.0: 3.0, 17.0: 1.0}"
0.875,"{895562.0: 1.0, 1.0: 85476.0, 2.0: 3054.0, 4.0: 2028.0, 3.0: 634.0, 6.0: 15.0, 9.0: 254.0, 11.0: 3.0, 5.0: 41.0, 7.0: 8.0, 8.0: 5.0, 14.0: 1.0, 27.0: 1.0, 13.0: 2.0, 21.0: 1.0, 16.0: 2.0, 10.0: 1.0}"
0.875,"{895456.0: 1.0, 1.0: 85545.0, 2.0: 3034.0, 4.0: 2050.0, 3.0: 610.0, 7.0: 14.0, 9.0: 250.0, 5.0: 41.0, 11.0: 2.0, 8.0: 4.0, 18.0: 2.0, 6.0: 18.0, 12.0: 3.0, 27.0: 1.0, 22.0: 2.0, 15.0: 2.0, 13.0: 1.0}"
0.875,"{899575.0: 1.0, 1.0: 81339.0, 4.0: 2136.0, 2.0: 2995.0, 3.0: 629.0, 9.0: 242.0, 5.0: 46.0, 8.0: 4.0, 6.0: 23.0, 13.0: 1.0, 15.0: 1.0, 14.0: 1.0, 20.0: 1.0, 11.0: 1.0, 7.0: 2.0}"
0.875,"{895379.0: 1.0, 1.0: 85687.0, 3.0: 626.0, 2.0: 3022.0, 4.0: 2046.0, 9.0: 251.0, 7.0: 14.0, 11.0: 2.0, 5.0: 26.0, 22.0: 1.0, 6.0: 15.0, 8.0: 6.0, 10.0: 2.0, 12.0: 1.0, 17.0: 1.0, 19.0: 2.0, 14.0: 2.0, 18.0: 1.0, 26.0: 1.0}"
0.875,"{897007.0: 1.0, 1.0: 84131.0, 4.0: 2029.0, 2.0: 3029.0, 3.0: 631.0, 9.0: 247.0, 5.0: 47.0, 6.0: 21.0, 7.0: 8.0, 32.0: 1.0, 10.0: 1.0, 15.0: 1.0, 33.0: 1.0, 8.0: 4.0, 12.0: 1.0, 21.0: 1.0}"
0.875,"{897113.0: 1.0, 1.0: 84077.0, 2.0: 3068.0, 4.0: 2032.0, 3.0: 635.0, 9.0: 246.0, 6.0: 19.0, 5.0: 29.0, 7.0: 7.0, 8.0: 6.0, 18.0: 1.0, 11.0: 2.0, 19.0: 1.0, 12.0: 1.0}"
0.875,"{897205.0: 1.0, 1.0: 84084.0, 4.0: 2033.0, 2.0: 3055.0, 3.0: 615.0, 9.0: 247.0, 8.0: 5.0, 5.0: 42.0, 7.0: 4.0, 12.0: 2.0, 6.0: 9.0, 16.0: 1.0, 19.0: 1.0, 10.0: 1.0}"
0.875,"{900059.0: 1.0, 1.0: 81126.0, 4.0: 2113.0, 2.0: 2950.0, 3.0: 625.0, 9.0: 239.0, 5.0: 36.0, 8.0: 4.0, 11.0: 2.0, 6.0: 8.0, 24.0: 1.0, 18.0: 1.0, 12.0: 2.0, 7.0: 3.0, 10.0: 2.0, 14.0: 1.0, 34.0: 1.0}"
0.875,"{897102.0: 1.0, 1.0: 84117.0, 2.0: 2988.0, 4.0: 2043.0, 3.0: 649.0, 9.0: 248.0, 5.0: 49.0, 6.0: 18.0, 7.0: 3.0, 8.0: 2.0, 11.0: 1.0, 12.0: 2.0, 19.0: 1.0, 10.0: 1.0}"
0.875,"{896998.0: 1.0, 1.0: 84062.0, 2.0: 3005.0, 4.0: 2030.0, 3.0: 653.0, 5.0: 53.0, 9.0: 246.0, 6.0: 11.0, 8.0: 9.0, 14.0: 1.0, 7.0: 4.0, 19.0: 1.0, 11.0: 2.0, 151.0: 1.0}"
0.875,"{897172.0: 1.0, 1.0: 84039.0, 2.0: 3036.0, 4.0: 2030.0, 3.0: 631.0, 9.0: 245.0, 8.0: 6.0, 6.0: 23.0, 7.0: 5.0, 5.0: 41.0, 15.0: 1.0, 10.0: 1.0, 12.0: 1.0, 20.0: 1.0, 16.0: 1.0}"
0.875,"{899813.0: 1.0, 1.0: 81354.0, 4.0: 2105.0, 2.0: 2971.0, 3.0: 615.0, 9.0: 239.0, 5.0: 36.0, 7.0: 6.0, 6.0: 14.0, 8.0: 5.0, 10.0: 2.0, 18.0: 1.0, 20.0: 1.0, 11.0: 1.0, 12.0: 1.0, 14.0: 1.0, 34.0: 1.0}"
0.875,"{897089.0: 1.0, 1.0: 84114.0, 2.0: 3041.0, 4.0: 2026.0, 3.0: 636.0, 5.0: 32.0, 9.0: 246.0, 41.0: 1.0, 6.0: 21.0, 27.0: 1.0, 8.0: 4.0, 10.0: 2.0, 7.0: 4.0, 15.0: 1.0, 21.0: 1.0, 19.0: 1.0}"
0.875,"{896958.0: 1.0, 1.0: 84138.0, 2.0: 3051.0, 4.0: 2028.0, 3.0: 629.0, 9.0: 246.0, 5.0: 34.0, 6.0: 13.0, 42.0: 1.0, 8.0: 6.0, 31.0: 1.0, 7.0: 9.0, 11.0: 1.0, 12.0: 1.0, 13.0: 1.0, 14.0: 1.0, 10.0: 1.0, 22.0: 2.0, 17.0: 1.0, 36.0: 1.0}"
0.875,"{896817.0: 1.0, 1.0: 84167.0, 2.0: 3002.0, 4.0: 2027.0, 3.0: 653.0, 9.0: 249.0, 5.0: 54.0, 39.0: 1.0, 7.0: 10.0, 32.0: 1.0, 6.0: 18.0, 8.0: 5.0, 13.0: 1.0, 15.0: 1.0, 25.0: 1.0, 14.0: 2.0, 11.0: 1.0, 17.0: 1.0, 10.0: 1.0, 26.0: 1.0}"
0.875,"{896698.0: 1.0, 1.0: 84224.0, 2.0: 3051.0, 4.0: 2030.0, 3.0: 662.0, 9.0: 250.0, 5.0: 46.0, 36.0: 1.0, 7.0: 9.0, 29.0: 1.0, 6.0: 18.0, 8.0: 6.0, 12.0: 1.0, 24.0: 1.0, 13.0: 1.0, 14.0: 1.0, 18.0: 1.0, 25.0: 1.0}"
0.875,"{895397.0: 1.0, 1.0: 85741.0, 4.0: 2016.0, 2.0: 3065.0, 3.0: 629.0, 23.0: 1.0, 9.0: 252.0, 5.0: 37.0, 6.0: 25.0, 7.0: 6.0, 8.0: 3.0, 27.0: 1.0, 16.0: 1.0, 10.0: 2.0, 15.0: 1.0, 11.0: 1.0}"
0.875,"{899597.0: 1.0, 1.0: 81379.0, 4.0: 2104.0, 2.0: 3049.0, 3.0: 616.0, 9.0: 237.0, 5.0: 35.0, 47.0: 1.0, 7.0: 7.0, 6.0: 18.0, 10.0: 3.0, 15.0: 1.0, 23.0: 1.0, 30.0: 1.0, 11.0: 1.0, 33.0: 1.0, 8.0: 1.0}"
0.875,"{896306.0: 1.0, 1.0: 84620.0, 2.0: 3075.0, 4.0: 2027.0, 3.0: 648.0, 9.0: 251.0, 37.0: 1.0, 7.0: 19.0, 5.0: 33.0, 8.0: 9.0, 6.0: 19.0, 10.0: 2.0, 20.0: 1.0, 11.0: 1.0, 27.0: 1.0, 14.0: 1.0}"
0.875,"{896164.0: 1.0, 1.0: 84698.0, 2.0: 3112.0, 4.0: 2029.0, 3.0: 636.0, 5.0: 41.0, 9.0: 253.0, 39.0: 1.0, 7.0: 14.0, 19.0: 1.0, 24.0: 1.0, 6.0: 16.0, 10.0: 2.0, 12.0: 1.0, 8.0: 10.0, 20.0: 1.0}"
0.875,"{899553.0: 1.0, 1.0: 81426.0, 4.0: 2097.0, 2.0: 3003.0, 3.0: 640.0, 9.0: 239.0, 7.0: 10.0, 6.0: 20.0, 5.0: 42.0, 8.0: 4.0, 15.0: 1.0, 28.0: 2.0, 10.0: 1.0, 31.0: 1.0, 12.0: 1.0}"
0.875,"{896136.0: 1.0, 1.0: 84841.0, 2.0: 3079.0, 4.0: 2040.0, 3.0: 645.0, 5.0: 40.0, 9.0: 249.0, 6.0: 17.0, 37.0: 1.0, 18.0: 1.0, 8.0: 8.0, 7.0: 11.0, 11.0: 1.0, 20.0: 1.0}"
0.875,"{896116.0: 1.0, 1.0: 84931.0, 2.0: 3086.0, 4.0: 2046.0, 3.0: 632.0, 9.0: 247.0, 5.0: 47.0, 8.0: 6.0, 6.0: 11.0, 7.0: 11.0, 10.0: 2.0, 11.0: 1.0, 21.0: 1.0}"
0.875,"{895882.0: 1.0, 1.0: 84934.0, 2.0: 3099.0, 4.0: 2065.0, 3.0: 647.0, 9.0: 253.0, 6.0: 14.0, 7.0: 11.0, 5.0: 49.0, 14.0: 2.0, 8.0: 3.0, 11.0: 1.0, 15.0: 1.0, 24.0: 1.0}"
0.875,"{895777.0: 1.0, 3.0: 689.0, 1.0: 85085.0, 2.0: 3047.0, 4.0: 2046.0, 9.0: 252.0, 5.0: 50.0, 8.0: 8.0, 7.0: 5.0, 10.0: 2.0, 6.0: 15.0, 24.0: 1.0, 13.0: 1.0, 11.0: 1.0, 18.0: 1.0}"
0.875,"{895574.0: 1.0, 1.0: 85313.0, 3.0: 714.0, 4.0: 2021.0, 2.0: 3019.0, 9.0: 250.0, 8.0: 6.0, 5.0: 54.0, 6.0: 18.0, 7.0: 8.0, 13.0: 2.0, 21.0: 1.0, 15.0: 1.0, 12.0: 3.0, 19.0: 1.0}"
0.875,"{899563.0: 1.0, 1.0: 81300.0, 4.0: 2130.0, 2.0: 3024.0, 3.0: 639.0, 9.0: 237.0, 10.0: 1.0, 5.0: 44.0, 7.0: 8.0, 6.0: 19.0, 17.0: 1.0, 11.0: 2.0, 28.0: 1.0, 31.0: 1.0, 13.0: 1.0, 8.0: 1.0}"
0.875,"{895574.0: 1.0, 1.0: 85569.0, 3.0: 666.0, 2.0: 3009.0, 4.0: 2025.0, 9.0: 248.0, 5.0: 41.0, 6.0: 15.0, 8.0: 4.0, 7.0: 8.0, 11.0: 2.0, 19.0: 1.0, 10.0: 1.0, 12.0: 1.0, 17.0: 1.0, 13.0: 2.0, 20.0: 1.0}"
0.875,"{895434.0: 1.0, 5.0: 34.0, 1.0: 85527.0, 2.0: 3037.0, 4.0: 2048.0, 3.0: 643.0, 13.0: 3.0, 9.0: 251.0, 6.0: 18.0, 11.0: 3.0, 27.0: 1.0, 10.0: 2.0, 29.0: 1.0, 7.0: 4.0, 12.0: 1.0, 8.0: 5.0, 18.0: 1.0, 21.0: 1.0, 25.0: 1.0, 15.0: 1.0}"
0.875,"{895325.0: 1.0, 1.0: 85617.0, 3.0: 650.0, 2.0: 3013.0, 4.0: 2054.0, 11.0: 2.0, 9.0: 251.0, 5.0: 36.0, 8.0: 2.0, 23.0: 1.0, 6.0: 18.0, 18.0: 1.0, 7.0: 11.0, 13.0: 2.0, 19.0: 3.0, 10.0: 1.0, 12.0: 1.0, 16.0: 1.0, 28.0: 1.0, 14.0: 1.0}"
0.875,"{896377.0: 1.0, 1.0: 84472.0, 2.0: 3036.0, 4.0: 2052.0, 3.0: 648.0, 9.0: 251.0, 7.0: 16.0, 37.0: 1.0, 5.0: 40.0, 6.0: 18.0, 11.0: 4.0, 8.0: 6.0, 10.0: 1.0, 26.0: 2.0, 13.0: 2.0, 12.0: 1.0, 19.0: 1.0}"
0.875,"{895285.0: 1.0, 1.0: 85706.0, 4.0: 2048.0, 2.0: 3101.0, 3.0: 629.0, 9.0: 252.0, 5.0: 40.0, 6.0: 19.0, 7.0: 7.0, 8.0: 2.0, 17.0: 2.0, 10.0: 2.0, 11.0: 1.0, 16.0: 1.0}"
0.875,"{895229.0: 1.0, 1.0: 85555.0, 4.0: 2042.0, 2.0: 3174.0, 3.0: 626.0, 5.0: 51.0, 7.0: 3.0, 9.0: 251.0, 10.0: 3.0, 8.0: 5.0, 6.0: 21.0, 12.0: 1.0, 11.0: 1.0, 19.0: 1.0, 13.0: 1.0, 20.0: 1.0, 16.0: 1.0}"
0.875,"{901092.0: 1.0, 1.0: 80045.0, 4.0: 2114.0, 2.0: 2933.0, 3.0: 598.0, 9.0: 244.0, 5.0: 35.0, 7.0: 9.0, 8.0: 5.0, 19.0: 1.0, 12.0: 1.0, 6.0: 10.0, 81.0: 1.0, 61.0: 1.0, 10.0: 2.0, 20.0: 1.0}"
0.875,"{895786.0: 1.0, 1.0: 84760.0, 2.0: 3100.0, 4.0: 2030.0, 3.0: 711.0, 9.0: 249.0, 7.0: 12.0, 5.0: 52.0, 8.0: 6.0, 6.0: 23.0, 11.0: 1.0, 12.0: 3.0, 20.0: 1.0, 26.0: 1.0, 16.0: 1.0, 10.0: 4.0, 36.0: 1.0, 19.0: 1.0, 13.0: 2.0}"
0.875,"{900608.0: 1.0, 1.0: 80554.0, 4.0: 2130.0, 2.0: 2935.0, 3.0: 576.0, 9.0: 246.0, 5.0: 32.0, 8.0: 8.0, 7.0: 12.0, 19.0: 1.0, 6.0: 18.0, 17.0: 2.0, 14.0: 1.0, 12.0: 1.0, 11.0: 1.0}"
0.875,"{895725.0: 1.0, 1.0: 84870.0, 2.0: 3161.0, 4.0: 2013.0, 3.0: 684.0, 9.0: 250.0, 7.0: 13.0, 5.0: 57.0, 8.0: 5.0, 6.0: 17.0, 11.0: 1.0, 20.0: 1.0, 32.0: 1.0, 23.0: 1.0, 16.0: 1.0, 14.0: 1.0, 31.0: 1.0, 19.0: 1.0, 10.0: 2.0, 12.0: 1.0, 13.0: 1.0}"
